candidate_uid,name,sex,ethnicity,dob
1900,Wazir Mohamad Khan,M,Bumi Sarawak,xxxx-xx-xx
1901,Abang Anwar bin Abang Junaidi,M,Bumi Sarawak,xxxx-xx-xx
1902,Stephen Yong Kuet Tze,M,Chinese,1921-06-02
1903,Cyril Nichols,M,Bumi Sarawak,xxxx-xx-xx
1904,Minah anak Ranggok,M,Bumi Sarawak,xxxx-xx-xx
1905,John Turing,M,Bumi Sarawak,xxxx-xx-xx
1906,Rahun anak Dabak,M,Bumi Sarawak,xxxx-xx-xx
1907,Peter Ng Eng Lim,M,Chinese,xxxx-xx-xx
1908,Dominic Andrew Dago anak Randan,M,Bumi Sarawak,xxxx-xx-xx
1909,Bojeng bin Andot,M,Bumi Sarawak,xxxx-xx-xx
1910,Jubang anak Tawi,M,Bumi Sarawak,xxxx-xx-xx
1911,Bujang bin Amin,M,Bumi Sarawak,xxxx-xx-xx
1912,Edwen anak Tangkon,M,Bumi Sarawak,xxxx-xx-xx
1913,Hollis anak Tini,M,Bumi Sarawak,xxxx-xx-xx
1914,Yaman bin Mohd Tahir,M,Bumi Sarawak,xxxx-xx-xx
1915,Abang Hamid Salam,M,Bumi Sarawak,xxxx-xx-xx
1916,Jonathan Narwin anak Jinggong,M,Bumi Sarawak,xxxx-xx-xx
1917,Unah anak Dudong,M,Bumi Sarawak,xxxx-xx-xx
1918,Bauk anak Lang,M,Bumi Sarawak,xxxx-xx-xx
1919,Buda anak Ulan,M,Bumi Sarawak,xxxx-xx-xx
1920,Belon anak Ubak,M,Bumi Sarawak,xxxx-xx-xx
1921,Andrew Mara anak Walter Unjah,M,Bumi Sarawak,xxxx-xx-xx
1922,Abang Hood bin Abang Suhaimi,M,Bumi Sarawak,xxxx-xx-xx
1923,Langgi anak Jilap,M,Bumi Sarawak,xxxx-xx-xx
1924,Umpang anak Pelima,M,Bumi Sarawak,xxxx-xx-xx
1925,Edmund Langgu anak Saga,M,Bumi Sarawak,1936-xx-xx
1926,Anthony Nibong anak Linggang,M,Bumi Sarawak,xxxx-xx-xx
1927,M. Su'Aut Tahir,M,Bumi Sarawak,xxxx-xx-xx
1928,Bauk anak Buma,M,Bumi Sarawak,xxxx-xx-xx
1929,Chen Ko Ming,M,Chinese,xxxx-xx-xx
1930,Lo Pek Ung,M,Chinese,xxxx-xx-xx
1931,Wong Yuk Feng,M,Chinese,xxxx-xx-xx
1932,Then Kwan Long (Mok),M,Chinese,xxxx-xx-xx
1933,Ching Ting Chiok,M,Chinese,xxxx-xx-xx
1934,Abdul Rahman bin Ya'kub,M,Bumi Sarawak,1928-01-03
1935,Nyandang anak Linang,M,Bumi Sarawak,xxxx-xx-xx
1936,Abuseman bin Merais,M,Bumi Sarawak,xxxx-xx-xx
1937,Charlie Yu Chee Chiong,M,Chinese,xxxx-xx-xx
1938,Khoo Peng Loong,M,Chinese,xxxx-xx-xx
1939,Ting Tieng Tong,M,Chinese,xxxx-xx-xx
1940,Joseph Tang Cheok Chung    ,M,Chinese,xxxx-xx-xx
1941,Lim Ung Chiew,M,Chinese,xxxx-xx-xx
1942,Peter Hwang,M,Chinese,xxxx-xx-xx
1943,Tibuoh anak Rantai,M,Bumi Sarawak,xxxx-xx-xx
1944,Poh Kaya,M,Bumi Sarawak,xxxx-xx-xx
1945,Alexander anak Seli,M,Bumi Sarawak,xxxx-xx-xx
1946,Anyau anak Bakit,M,Bumi Sarawak,xxxx-xx-xx
1947,Salleh anak Garasi,M,Bumi Sarawak,xxxx-xx-xx
1948,Latip bin Dris,M,Bumi Sarawak,1922-xx-xx
1949,Ugil anak Unchong,M,Bumi Sarawak,1929-06-09
1950,Stephen Kule,M,Bumi Sarawak,xxxx-xx-xx
1951,Richard Hanya,M,Bumi Sarawak,xxxx-xx-xx
1952,Jawan anak Kapong,M,Bumi Sarawak,xxxx-xx-xx
1953,Banyang anak Janting,M,Bumi Sarawak,xxxx-xx-xx
1954,Thomas Salang anak Siden,M,Bumi Sarawak,1945-02-10
1955,Joseph Unting anak Umang,M,Bumi Sarawak,xxxx-xx-xx
1956,Chua Kai Siong,M,Chinese,xxxx-xx-xx
1957,Bujang anak Manja,M,Bumi Sarawak,xxxx-xx-xx
1958,Mandoh Badin,M,Bumi Sarawak,xxxx-xx-xx
1959,Blaja anak Angkin,M,Bumi Sarawak,xxxx-xx-xx
1960,Jarit anak Meluda,M,Bumi Sarawak,xxxx-xx-xx
1961,Lee Ghin Ching,M,Chinese,xxxx-xx-xx
1962,Abit anak Angkin,M,Bumi Sarawak,xxxx-xx-xx
1963,Jinggot anak Atan,M,Bumi Sarawak,xxxx-xx-xx
1964,Kuleh,M,Bumi Sarawak,xxxx-xx-xx
1965,Jugah anak Bareng,M,Bumi Sarawak,1903-06-08
1966,Sibat Miyut anak Tagong,M,Bumi Sarawak,xxxx-xx-xx
1967,Rabong anak Langgot,M,Bumi Sarawak,xxxx-xx-xx
1968,Kupa anak Kanyan,M,Bumi Sarawak,1915-xx-xx
1969,Ting Ming Kiong,M,Chinese,xxxx-xx-xx
1970,Jilan anak Nyeggang,M,Bumi Sarawak,xxxx-xx-xx
1971,Ismail bin Sebli,M,Bumi Sarawak,xxxx-xx-xx
1972,Tedong anak Taboh,M,Bumi Sarawak,xxxx-xx-xx
1973,Jubin anak Magah,M,Bumi Sarawak,xxxx-xx-xx
1974,James Wong Kim Min,M,Chinese,1922-08-06
1975,Ekoon bin Bantar,M,Bumi Sarawak,xxxx-xx-xx
1976,Guyang anak Nisau,M,Bumi Sarawak,xxxx-xx-xx
1977,Luhat Wan,M,Bumi Sarawak,xxxx-xx-xx
1978,Tama Weng Tinggang Wan,M,Bumi Sarawak,xxxx-xx-xx
1979,Gan Jau,M,Bumi Sarawak,xxxx-xx-xx
1980,Awang Bungsu bin Abdullah,M,Bumi Sarawak,xxxx-xx-xx
1981,Awang Baja bin Awang Besar,M,Bumi Sarawak,1925-xx-xx
1982,Ngang anak Bundan,M,Bumi Sarawak,xxxx-xx-xx
1983,Mustaffa bin Ahmad,M,Malay,xxxx-xx-xx
1984,Che' Mahmud bin Che Man,M,Malay,xxxx-xx-xx
1985,Ahmad bin Long Ibrahim,M,Malay,xxxx-xx-xx
1986,Abdullah bin Talib,M,Malay,xxxx-xx-xx
1987,Amin bin Ishak,M,Malay,xxxx-xx-xx
1988,Quah Chooi Tong,M,Chinese,xxxx-xx-xx
1989,Ismail bin Ahmad,M,Malay,xxxx-xx-xx
1990,Yusof bin Osman,M,Malay,xxxx-xx-xx
1991,Lebai Saleh bin Che Mat,M,Malay,xxxx-xx-xx
1992,Omar bin Ismail,M,Malay,xxxx-xx-xx
1993,Hussain bin Abdul Rahman,M,Malay,xxxx-xx-xx
1994,Ismail bin Sheik Ibrahim,M,Malay,xxxx-xx-xx
1995,Ali bin Abdullah,M,Malay,xxxx-xx-xx
1996,Man bin Hashim,M,Malay,xxxx-xx-xx
1997,Jaafar bin Hassan,M,Malay,1925-xx-xx
1998,Osman @ Md. Daud bin Aroff,M,Malay,1940-11-23
1999,Ayob bin Jasin,M,Malay,xxxx-xx-xx
2000,Ahmad bin Yusof,M,Malay,xxxx-xx-xx
2001,Syed Nahar bin Syed Sheh Shahabuddin,M,Malay,1934-05-12
2002,Ismail bin Hanafi,M,Malay,xxxx-xx-xx
2003,Tajudin bin A. Rahman,M,Malay,xxxx-xx-xx
2004,Ahmad bin Senawi,M,Malay,xxxx-xx-xx
2005,Othman bin Husain,M,Malay,xxxx-xx-xx
2006,Tunku Nong bin Tunku Mohamed Jewa,M,Malay,xxxx-xx-xx
2007,Ahmad bin Husain,M,Malay,xxxx-xx-xx
2008,Isamudin bin Ahmad,M,Malay,xxxx-xx-xx
2009,Abdullah bin Ismail,M,Malay,xxxx-xx-xx
2010,Abdul Manaf bin Abdullah,M,Malay,xxxx-xx-xx
2011,Soffian bin A. Aziz,M,Malay,xxxx-xx-xx
2012,Harun bin Jusoh,M,Malay,1925-11-10
2013,Mansur bin Akil,M,Malay,xxxx-xx-xx
2014,A. Rahman bin Ibrahim,M,Malay,xxxx-xx-xx
2015,Ibrahim bin Ahmad,M,Malay,xxxx-xx-xx
2016,Ismail bin Abdul Wahab,M,Malay,xxxx-xx-xx
2017,Budiman bin Gading,M,Malay,xxxx-xx-xx
2018,Hassan bin Yaakob,M,Malay,xxxx-xx-xx
2019,Othman @ Ismail bin Mat Hassan @ Hassan,M,Malay,xxxx-xx-xx
2020,Abdullah bin Mat Zain,M,Malay,xxxx-xx-xx
2021,Chin Chin Cheng,M,Chinese,xxxx-xx-xx
2022,Yaacob bin Abdullah,M,Malay,1940-xx-xx
2023,Jansz William,M,Other,1911-xx-xx
2024,Ishak bin Taib,M,Malay,xxxx-xx-xx
2025,Md. Rejab bin Awang Kechik,M,Malay,xxxx-xx-xx
2026,Wan Salleh (Wan Abdullah) bin Wan Sulaiman,M,Malay,xxxx-xx-xx
2027,Che Abdul Rahman bin Che Omar (Che Derahman bin Che Omar),M,Malay,xxxx-xx-xx
2028,Che Lat bin Kassim,M,Malay,xxxx-xx-xx
2029,Awang bin Samat,M,Malay,xxxx-xx-xx
2030,Wan Mamat bin Wan Yusoff,M,Malay,1940-08-16
2031,Tengku Noor Asiah binti Tengku Ahmed,F,Malay,1930-11-11
2032,Tengku Abdul Kadir bin Tengku Chik,M,Malay,xxxx-xx-xx
2033,Mohamed bin Idris,M,Malay,xxxx-xx-xx
2034,Mohd. Jantan bin Mohd. Amin,M,Malay,xxxx-xx-xx
2035,Mohamad Nor bin Abdullah,M,Malay,xxxx-xx-xx
2036,Nik Mat bin Nik Din,M,Malay,xxxx-xx-xx
2037,Zakaria bin Yusof,M,Malay,xxxx-xx-xx
2038,Md. Nor bin Daud,M,Malay,xxxx-xx-xx
2039,Mohd. Nor bin Yusoff,M,Malay,xxxx-xx-xx
2040,Ismail bin Mamat,M,Malay,1947-12-28
2041,Mohd Amin bin Othman,M,Malay,xxxx-xx-xx
2042,Mohd bin Yacob,M,Malay,xxxx-xx-xx
2043,Zainun binti Ismail,F,Malay,xxxx-xx-xx
2044,Abdul Aziz bin Hamzah,M,Malay,xxxx-xx-xx
2045,Wan Aminah binti Mohd. Botok,F,Malay,xxxx-xx-xx
2046,Mohd. Nawawi bin Ahmad,M,Malay,xxxx-xx-xx
2047,Mat Yusof bin Muhamad,M,Malay,xxxx-xx-xx
2048,Zakaria bin Taib,M,Malay,xxxx-xx-xx
2049,Mohd. bin Hussain,M,Malay,xxxx-xx-xx
2050,Jaafar bin Mohd. Zin,M,Malay,xxxx-xx-xx
2051,Mohamed bin Idris,M,Malay,xxxx-xx-xx
2052,Nasir bin Awang,M,Malay,xxxx-xx-xx
2053,Wan Abdullah bin Wan Ahmad,M,Malay,xxxx-xx-xx
2054,Tuan Kechik bin Tuan Salleh,M,Malay,xxxx-xx-xx
2055,Nik Abdullah bin Nik Daud,M,Malay,xxxx-xx-xx
2056,Zainal Abidin bin Yacob,M,Malay,xxxx-xx-xx
2057,Tengku Razaleigh bin Mohd. Hamzah,M,Malay,1937-04-13
2058,Hussin bin Abdullah,M,Malay,xxxx-xx-xx
2059,Mohamad bin Said,M,Malay,1927-12-23
2060,Jabir bin Mohd. Shah,M,Malay,xxxx-xx-xx
2061,Abd. Latif bin Mohamad,M,Malay,1940-xx-xx
2062,Hashim bin Yusof,M,Malay,xxxx-xx-xx
2063,Awang bin Abu Bakar (Awang Nasaruddin Abu Bakar),M,Malay,1943-11-06
2064,Hashim bin Embong,M,Malay,1942-xx-xx
2065,Toh Seng Chong,M,Chinese,xxxx-xx-xx
2066,Saja Udin bin Maaruff,M,Malay,xxxx-xx-xx
2067,Tan Teng Beng,M,Chinese,xxxx-xx-xx
2068,Wan Mohamed bin Wan Ngah,M,Malay,xxxx-xx-xx
2069,Abdullah bin Abdul Rahman,M,Malay,xxxx-xx-xx
2070,Mohd. Ghazali bin Ahmad,M,Malay,xxxx-xx-xx
2071,Mat Yasin Bin Daud @ Ismail Bin Mohamed Daud,M,Malay,1938-05-25
2072,Kasim bin Ahmad,M,Malay,1937-09-11
2073,Ibrahim Bin Mat Noh,M,Malay,xxxx-xx-xx
2074,Mohammed Yassin Bin Abdul Malek,M,Malay,xxxx-xx-xx
2075,Abdullah bin Mohamad,M,Malay,xxxx-xx-xx
2076,Ghani Bin Abu Bakar,M,Malay,xxxx-xx-xx
2077,Teh Binti Hassan,F,Malay,xxxx-xx-xx
2078,Mohd. Shaffi Bin H. G. Ahmad,M,Malay,xxxx-xx-xx
2079,Ismail bin Yusoff,M,Malay,xxxx-xx-xx
2080,Wan Adnan Bin Ismail,M,Malay,xxxx-xx-xx
2081,Abu Bakar bin Ismail,M,Malay,xxxx-xx-xx
2082,Abdullah bin Ahmad,M,Malay,xxxx-xx-xx
2083,Ooi Ah Bee,M,Chinese,1939-10-24
2084,Ong Yi How,M,Chinese,xxxx-xx-xx
2085,Mohamad Nor bin Bakar,M,Malay,xxxx-xx-xx
2086,Ismail bin Abdul Latif,M,Malay,xxxx-xx-xx
2087,Teoh Chung Hor @ Teoh Kooi Sneah,M,Chinese,1940-06-17
2088,Yeap Ghim Guan,M,Chinese,1940-xx-xx
2089,Khoo Teng Chye,M,Chinese,1929-11-01
2090,S. M. Mohamed Idris,M,Malay,1926-12-06
2091,Khoo Soo Giap,M,Chinese,xxxx-xx-xx
2092,Khoo Leong Hun,M,Chinese,1927-05-16
2093,Koay Boon Seng,M,Chinese,1939-07-14
2094,Choong Teik Seng @ Ch'Ng Teik Seng,M,Chinese,xxxx-xx-xx
2095,Stewart Denis Connolly,M,Other,xxxx-xx-xx
2096,Abdul Rahman bin Yunus,M,Malay,xxxx-xx-xx
2097,Mohammed Yussof bin Abdul Latib @ Latiff,M,Malay,1939-12-23
2098,Tan Jit Seng,M,Chinese,1948-09-03
2099,Shaik Ahmad bin Mohamed Ainajaree,M,Malay,xxxx-xx-xx
2100,Tan Gim Hwa,M,Chinese,1938-09-07
2101,Mah Cheok Tat,M,Chinese,xxxx-xx-xx
2102,Lam Wu Chong,M,Chinese,1939-04-06
2103,Oon Hoot Ewe,M,Chinese,xxxx-xx-xx
2104,Chelliah a/l Poosary,M,Indian,xxxx-xx-xx
2105,Amalads a/l Ponnusamy,M,Indian,xxxx-xx-xx
2106,Teh Cheng Lim,M,Chinese,1931-09-11
2107,Said bin Taib,M,Malay,1920-02-24
2108,Arshad bin Ahmad,M,Malay,xxxx-xx-xx
2109,Yahya bin Hassan,M,Malay,xxxx-xx-xx
2110,Abdul Mulok bin Abu Bakar,M,Malay,xxxx-xx-xx
2111,Ahmed Khir @ Ahmad bin Jamil,M,Malay,xxxx-xx-xx
2112,Wan Mohamed bin Wan Teh,M,Malay,1929-xx-xx
2113,Md Arif bin Yaacob,M,Malay,xxxx-xx-xx
2114,Muad bin Pandak,M,Malay,xxxx-xx-xx
2115,Ahmad bin Yusoh,M,Malay,xxxx-xx-xx
2116,Zainal Abidin bin Awang Che Mas,M,Malay,xxxx-xx-xx
2117,Nordin bin Abdullah,M,Malay,xxxx-xx-xx
2118,Kurnain bin Abdullah,M,Malay,xxxx-xx-xx
2119,Ismail bin Abdul Rauf,M,Malay,xxxx-xx-xx
2120,Saari bin Mohd. Zain,M,Malay,xxxx-xx-xx
2121,Ang Chin Wah,M,Chinese,1929-xx-xx
2122,Abdul Latif bin Nasain,M,Malay,1937-xx-xx
2123,Abdul Razak bin Haji Matamin,M,Malay,1934-xx-xx
2124,Zakaria bin Muhammad Dehor,M,Malay,xxxx-xx-xx
2125,Shafie bin Mat Saman,M,Malay,xxxx-xx-xx
2126,Mohd Sabri bin Abdul Rani,M,Malay,xxxx-xx-xx
2127,Zabidin bin Abdul Rahman,M,Malay,xxxx-xx-xx
2128,Teh Hin Chong,M,Chinese,xxxx-xx-xx
2129,Ahmad Zawazi bin Ibrahim,M,Malay,xxxx-xx-xx
2130,Hisan bin Ibrahim,M,Malay,1937-xx-xx
2131,Abdul Aziz bin Haji Abdul Latif,M,Malay,xxxx-xx-xx
2132,Mahmud bin Zainal Abidin,M,Malay,xxxx-xx-xx
2133,Abdul Aziz bin Haji Hashim,M,Malay,xxxx-xx-xx
2134,Wong Bing Ang,M,Chinese,xxxx-xx-xx
2135,Phung Teik Hua (Phung Ah See),M,Chinese,xxxx-xx-xx
2136,Choo Joo Keat,M,Chinese,xxxx-xx-xx
2137,Lim Keng Yaik,M,Chinese,1939-04-08
2138,Khoo Soo Cheng,M,Chinese,xxxx-xx-xx
2139,Ang Liang Sim,M,Chinese,xxxx-xx-xx
2140,Cheah Thin Soo,M,Chinese,xxxx-xx-xx
2141,Ismail bin Musa,M,Malay,xxxx-xx-xx
2142,Chan Heng Woh,M,Chinese,1927-xx-xx
2143,Hassan bin Idris,M,Malay,xxxx-xx-xx
2144,M. Isa bin Nadi,M,Malay,xxxx-xx-xx
2145,Idris bin Abdul Rauf,M,Malay,1932-04-25
2146,Wong (Ng) Ka Sing,M,Chinese,xxxx-xx-xx
2147,Baharin bin Mohd Noor,M,Malay,xxxx-xx-xx
2148,Saw Beng Kuan,M,Chinese,xxxx-xx-xx
2149,Ahmad Rosli bin Abdul Wahab,M,Malay,xxxx-xx-xx
2150,Mohamad bin Ngah,M,Malay,xxxx-xx-xx
2151,Ibrahim bin Singgeh,M,Malay,1918-xx-xx
2152,Ismail bin Kali,M,Malay,xxxx-xx-xx
2153,Hassan bin Tengku Muda,M,Malay,xxxx-xx-xx
2154,Wong Lok Hoi,M,Chinese,xxxx-xx-xx
2155,Mohd Salleh bin Hassan,M,Malay,xxxx-xx-xx
2156,Abdul Moin bin Imam Labok,M,Malay,xxxx-xx-xx
2157,Loke Kwok Kheong,M,Chinese,xxxx-xx-xx
2158,Cheong Hoy Cheng,M,Chinese,xxxx-xx-xx
2159,Tengku Mustapha bin Tengku Seti,M,Malay,1938-xx-xx
2160,Cheam Tat Boon,M,Chinese,xxxx-xx-xx
2161,Abdullah bin Lisi,M,Malay,xxxx-xx-xx
2162,Ng Seh Hing,M,Chinese,xxxx-xx-xx
2163,Lo Chiew Chuen,M,Chinese,1934-05-12
2164,Chow Chee Sang,M,Chinese,1933-08-09
2165,Mohamed bin Ya'akub,M,Malay,xxxx-xx-xx
2166,Ahmad bin Hussin,M,Malay,xxxx-xx-xx
2167,Sivasubramaniam a/l Sivasambandan,M,Indian,xxxx-xx-xx
2168,Abdul Karim bin Hussin,M,Malay,1940-12-01
2169,Bahaman bin Saleh,M,Malay,xxxx-xx-xx
2170,Bidin bin Aris,M,Malay,xxxx-xx-xx
2171,Wan Ahmad bin Wan Abd. Hamid,M,Malay,xxxx-xx-xx
2172,Wan Ahmad Tajuddin bin Engku Wan Hassan,M,Malay,1936-01-xx
2173,Syed Abdul Rahman bin Syed Mansor,M,Malay,xxxx-xx-xx
2174,Din bin Md. Saad,M,Malay,xxxx-xx-xx
2175,Kong Seng Sai,M,Chinese,xxxx-xx-xx
2176,Mohamad bin Awang,M,Malay,xxxx-xx-xx
2177,Ab. Aziz bin Ali,M,Malay,xxxx-xx-xx
2178,Mohd Dahan bin Idin,M,Malay,xxxx-xx-xx
2179,Ismail bin Ibrahim,M,Malay,xxxx-xx-xx
2180,Harun bin Tamjis,M,Malay,xxxx-xx-xx
2181,Sanusi bin Abas,M,Malay,1935-04-01
2182,Wan Abdul Rahman bin Wan Ibrahim,M,Malay,xxxx-xx-xx
2183,Kassim bin Yahya,M,Malay,xxxx-xx-xx
2184,Wahab bin Ismail,M,Malay,xxxx-xx-xx
2185,Abdul Rahim bin Mohd Noh,M,Malay,xxxx-xx-xx
2186,Abu Samah bin Idris,M,Malay,xxxx-xx-xx
2187,Abd. Rahman bin Imam Abu,M,Malay,xxxx-xx-xx
2188,Abdul Wahab bin Imam Sulong,M,Malay,xxxx-xx-xx
2189,Kamaruzaman bin Ahmad,M,Malay,xxxx-xx-xx
2190,Adnan bin Hashim,M,Malay,xxxx-xx-xx
2191,Ismail bin Amil,M,Malay,xxxx-xx-xx
2192,Lee Kim Sai,M,Chinese,1937-03-01
2193,Chua Kow Eng,M,Chinese,1947-xx-xx
2194,Wong Tai Mooi,M,Chinese,xxxx-xx-xx
2195,Ganga Nayar,F,Indian,1923-08-03
2196,Chou Yew Koh,M,Chinese,xxxx-xx-xx
2197,Mohd. Yusuf bin Ma'aya,M,Malay,xxxx-xx-xx
2198,Salmah binti Mohd. Salleh,F,Malay,xxxx-xx-xx
2199,Tang Kun Kek,M,Chinese,xxxx-xx-xx
2200,Wong Swee Oy,M,Malay,xxxx-xx-xx
2201,Lee Beng Cheang,M,Chinese,xxxx-xx-xx
2202,C.K. Cheah,M,Chinese,xxxx-xx-xx
2203,Ahmad Razali bin Mohd. Ali,M,Malay,1928-12-10
2204,Mohamed bin Mohamed Soom,M,Malay,xxxx-xx-xx
2205,Muhammad bin Haniff,M,Malay,xxxx-xx-xx
2206,Yap Pian Hon,M,Chinese,1943-06-12
2207,Thuan Paik Phok,M,Chinese,xxxx-xx-xx
2208,Ramasen a/l Krishnan,M,Indian,1929-xx-xx
2209,Lim Thian Kheng,M,Chinese,xxxx-xx-xx
2210,S. P. Sarathy,M,Indian,xxxx-xx-xx
2211,Suhaimi bin Kamaruddin,M,Malay,xxxx-xx-xx
2212,Shim Kim Siang,M,Chinese,xxxx-xx-xx
2213,Ibrahim bin Mat Saman,M,Malay,xxxx-xx-xx
2214,Khalil bin Ahmad Sumeri,M,Malay,xxxx-xx-xx
2215,Lamsah bin Azhari,M,Malay,xxxx-xx-xx
2216,Mansor bin Othman,M,Malay,1924-01-12
2217,Mohamad bin Zainalabidin,M,Malay,xxxx-xx-xx
2218,Md. Zainol bin Yatim,M,Malay,xxxx-xx-xx
2219,Veloo A/L Saminathan,M,Indian,1946-09-14
2220,Chan Ah Sui,M,Chinese,xxxx-xx-xx
2221,Liew Ah Kim,M,Chinese,1938-06-21
2222,Lee Boon Peng,M,Chinese,xxxx-xx-xx
2223,Mohd. Tahir bin Abu,M,Malay,xxxx-xx-xx
2224,Low Loo Toh (Lau Oh Toh),M,Chinese,1937-01-13
2225,Mohd Yusof bin Ibrahim,M,Malay,xxxx-xx-xx
2226,Dahalan bin Aman,M,Malay,1929-07-01
2227,Mahat bin Ishak,M,Malay,xxxx-xx-xx
2228,Tan Ah Kau,M,Chinese,xxxx-xx-xx
2229,Bawon bin Wongsoajo,M,Malay,xxxx-xx-xx
2230,Chan Moon Thong,M,Chinese,xxxx-xx-xx
2231,Chin Chan Sung,M,Chinese,xxxx-xx-xx
2232,Lee Ke Kiong,M,Chinese,1943-11-02
2233,Hassan bin Ahmad,M,Malay,xxxx-xx-xx
2234,Samad bin Said,M,Malay,xxxx-xx-xx
2235,Ishak bin Mat Baki,M,Malay,xxxx-xx-xx
2236,Lee Geok Shean,M,Chinese,xxxx-xx-xx
2237,Teh Thean Choh,M,Chinese,1937-12-18
2238,Abdul Rashid bin Mohamad,M,Malay,xxxx-xx-xx
2239,Low Yeh Hong,F,Chinese,xxxx-xx-xx
2240,Nasir bin Akir,M,Malay,xxxx-xx-xx
2241,Shi Chin Hua,M,Chinese,xxxx-xx-xx
2242,Saat bin Jidin,M,Malay,xxxx-xx-xx
2243,Md. Baki bin Maakin,M,Malay,xxxx-xx-xx
2244,Yee Kok Ching,M,Chinese,1939-05-23
2245,Fong Lee Chien,M,Chinese,xxxx-xx-xx
2246,Hassan bin Abdul Karim,M,Malay,xxxx-xx-xx
2247,Lim Cheng Hoe,M,Chinese,xxxx-xx-xx
2248,Tai (Toh) Antek Liat (Andrew),M,Chinese,xxxx-xx-xx
2249,Ponnusamy Ramakrishnan,M,Indian,xxxx-xx-xx
2250,Salleh bin Kassim,M,Malay,xxxx-xx-xx
2251,Parameswaran,M,Indian,xxxx-xx-xx
2252,Chen Ah Lek,M,Chinese,xxxx-xx-xx
2253,Kan Kok Kwan,M,Chinese,xxxx-xx-xx
2254,Chan Kai Sang,M,Chinese,xxxx-xx-xx
2255,Ahmad bin Manap,M,Malay,1922-10-12
2256,Md. Zain bin Lambak,M,Malay,xxxx-xx-xx
2257,Lim Yak Tye,M,Chinese,1937-09-13
2258,Ayub bin Marof,M,Malay,xxxx-xx-xx
2259,Haron bin Ali,M,Malay,xxxx-xx-xx
2260,Che Mat bin Bakar,M,Malay,xxxx-xx-xx
2261,Bong Geok Cheng,M,Chinese,xxxx-xx-xx
2262,Md. Said bin Abu Bakar,M,Malay,xxxx-xx-xx
2263,Mohd. Lani bin Kasim,M,Malay,1938-10-04
2264,Abdul Jalil bin Ahmad,M,Malay,1944-03-25
2265,Borhan bin Saban,M,Malay,xxxx-xx-xx
2266,Sidek bin Ahmad,M,Malay,xxxx-xx-xx
2267,Tan Giap Seng,M,Chinese,xxxx-xx-xx
2268,Wee Choon Teck,M,Chinese,xxxx-xx-xx
2269,Michael Khong Chye Huat,M,Chinese,1925-07-30
2270,Lee Kim Sun,F,Chinese,1936-05-19
2271,Low Kye Chye,M,Chinese,xxxx-xx-xx
2272,Ho Mong Yew,M,Chinese,xxxx-xx-xx
2273,Tay Chor,M,Chinese,xxxx-xx-xx
2274,Abbas bin Jalil,M,Malay,xxxx-xx-xx
2275,Bernard Sta Maria,M,Other,1944-09-20
2276,Chunilai Seth,M,Indian,xxxx-xx-xx
2277,Eric Theseira,M,Indian,xxxx-xx-xx
2278,Abdullah bin Samad,M,Malay,1941-02-21
2279,Abdul Ghani bin Long,M,Malay,xxxx-xx-xx
2280,Mohd. Yasin bin Said,M,Malay,xxxx-xx-xx
2281,Abdullah bin Taib,M,Malay,xxxx-xx-xx
2282,Mohamed Juddi bin Abdullah,M,Malay,xxxx-xx-xx
2283,Alias bin Sijak,M,Malay,xxxx-xx-xx
2284,Minhad bin Maludin,M,Malay,xxxx-xx-xx
2285,Mohd. Ali bin Mohd. Akip,M,Malay,xxxx-xx-xx
2286,Hussain bin Haji Yahya,M,Malay,xxxx-xx-xx
2287,Abdul Rahim bin Baba,M,Malay,1940-01-14
2288,Mohd. Salleh bin Mohamad,M,Malay,xxxx-xx-xx
2289,Ahmad Dahlan bin Salleh,M,Malay,xxxx-xx-xx
2290,Jantan bin Leman,M,Malay,xxxx-xx-xx
2291,Abdul Rahman bin Mahmud,M,Malay,1933-xx-xx
2292,Samingan bin Rabikun,M,Malay,1936-09-24
2293,Abdul Rahman bin Abdul Rasool,M,Malay,xxxx-xx-xx
2294,Tee (Bong Hing),M,Chinese,xxxx-xx-xx
2295,Zaharah binti Abdul Majid,F,Malay,xxxx-xx-xx
2296,Md. Sum bin Dawi,M,Malay,xxxx-xx-xx
2297,Chian Heng Kai,M,Chinese,1940-xx-xx
2298,Tan Siew Yong,M,Chinese,xxxx-xx-xx
2299,Othman bin Ludin,M,Malay,xxxx-xx-xx
2300,Ridwan bin Salim Bilal,M,Malay,xxxx-xx-xx
2301,Jailani bin Amri,M,Malay,xxxx-xx-xx
2302,Sharudin bin Dapati,M,Malay,xxxx-xx-xx
2303,Osman bin Abu Bakar,M,Malay,xxxx-xx-xx
2304,Tan Khim Seck,M,Chinese,xxxx-xx-xx
2305,Mohd. Amin bin Ahmad,M,Malay,xxxx-xx-xx
2306,Philip Liew Teck Hong,M,Chinese,xxxx-xx-xx
2307,Md. Sulaiman bin Anuar,M,Malay,xxxx-xx-xx
2308,Talib bin Ali,M,Malay,xxxx-xx-xx
2309,M. Amin bin Hanan,M,Malay,xxxx-xx-xx
2310,Mohamed Yassin bin Abdul Rahman,M,Malay,xxxx-xx-xx
2311,Ghazali bin Bachik,M,Malay,xxxx-xx-xx
2312,Syed Zain bin Idrus,M,Malay,xxxx-xx-xx
2313,Lau Tong,M,Chinese,xxxx-xx-xx
2314,Ali bin Ibrahim,M,Malay,xxxx-xx-xx
